id,name
PONKE,Ourbit (Futures) PONKE
ROSE,Huobi Futures ROSE
YFII,CoinTiger (Futures) YFII
BTT,OKX (Futures) BTT
GLMR,Huobi Futures GLMR
BCH,BHEX (Futures) BCH
ZEC,BHEX (Futures) ZEC
LINK,Leverj LINK
FIL,BHEX (Futures) FIL
UMEE,OKX (Futures) UMEE
CLANKER,Phemex (Futures) CLANKER
ETHU21,ETHU21
BTCZ21,BTCZ21
DOT,BHEX (Futures) DOT
UNI,BHEX (Futures) UNI
SWRV,OKX (Futures) SWRV
DETLMUSDT,.DETLMUSDT
SUSHI,BHEX (Futures) SUSHI
BTTC,MEXC Global (Futures) BTTC
ADA,BHEX (Futures) ADA
IOST,Deepcoin (Derivatives) IOST
XMR,BHEX (Futures) XMR
NYM,OKX (Futures) NYM
BAXST,.BAXST
BDIPFC,BDIPFC
LTCU21,LTCU21
FIL,ZBG Futures FIL
BP,MEXC Global (Futures) BP
DECELUSDT,.DECELUSDT
GST,Bybit GST
XLM,Poloniex Futures XLM
AXS,ZBG Futures AXS
EOS,ZBG Futures EOS
LINK,ZBG Futures LINK
HTD,MEXC Global (Futures) HTD
SUSHI,ZBG Futures SUSHI
LUNA,Phemex (Futures) LUNA
BLOOMT30M,.BLOOMT30M
TOMO,Bitrue (Futures) TOMO
BTS,MEXC Global (Futures) BTS
BUNIT30M,.BUNIT30M
ZRX,Polynomial Trade  ZRX
BGAL30M,.BGAL30M
BTRXT30M,.BTRXT30M
BCH,ZBG Futures BCH
LUNA,MCS LUNA
RSR,CoinFLEX (Futures) RSR
ETH,Alpha5 ETH
XMRU21,XMRU21
XAUBPFC,XAUBPFC
KEEP,Binance (Futures) KEEP
FTT,CoinEx (Futures) FTT
BTC,Alpha5 BTC
CSPR,BingX (Futures) CSPR
ONT,Deepcoin (Derivatives) ONT
YFI,Perpetual Protocol YFI
LAT,Huobi Futures LAT
XEM,Bitget Futures XEM
GDO,MEXC Global (Futures) GDO
BZRX,CoinTiger (Futures) BZRX
FTT,HitBTC (Derivatives) FTT
CRV,DMEX CRV
ZKS,Huobi Futures ZKS
PLA,MEXC Global (Futures) PLA
BSV,Poloniex Futures BSV
ETHM22,ETHM22
DEAAVEXBT,.DEAAVEXBT
BTCM22,BTCM22
BMVIPFC,BMVIPFC
BBIXPFC,BBIXPFC
SOS,MEXC Global (Futures) SOS
BBDXPFC,BBDXPFC
AKITA,MEXC Global (Futures) AKITA
DEFI,Gate.io (Futures) DEFI
DECELOUSDT,.DECELOUSDT
BTC,ZBG Futures BTC
UMA,Huobi Futures UMA
FORTH,Huobi Futures FORTH
LOOKS,BTCEX (Futures) LOOKS
HBAR,BTCC Futures HBAR
BAGS,Huobi Futures BAGS
ZIL,Deepcoin (Derivatives) ZIL
SRM,AscendEX  (BitMax) (Futures) SRM
QTUM,Deepcoin (Derivatives) QTUM
DELINKXBT,.DELINKXBT
DEHOTUSDT,.DEHOTUSDT
U1000000NFT,Phemex (Futures) U1000000NFT
BIT,Phemex (Futures) BIT
BZZ,OKX (Futures) BZZ
KEEP,MEXC Global (Futures) KEEP
REN,Perpetual Protocol REN
DEICXUSDT,.DEICXUSDT
XCH,Huobi Futures XCH
SBTC,Bitget Futures SBTC
XMRF22,XMRF22
LEO,CoinFLEX (Futures) LEO
DERENUSDT,.DERENUSDT
APEPFC,APEPFC
BSOLT30M,.BSOLT30M
ANT,Bitrue (Futures) ANT
KLAY,BTCC Futures KLAY
BNC BTC High Frequency Index,BNC BTC High Frequency Index
DERI,MEXC Global (Futures) DERI
BEAM,Bitforex (Futures) BEAM
BNC ETH High Frequency Index,BNC ETH High Frequency Index
IOST,Huobi Futures IOST
BXBTEUR30M,.BXBTEUR30M
LUNA,AAX Futures LUNA
CEL,Huobi Futures CEL
AGLD,Huobi Futures AGLD
XEC,Huobi Futures XEC
LEND,Aave
BDOTT30M,.BDOTT30M
SUSHI,Perpetual Protocol SUSHI
RAMP,Gate.io (Futures) RAMP
KEEP,Bybit KEEP
DOGE,ZBG Futures DOGE
HIPPO,Phemex (Futures) HIPPO
ICP,ZBG Futures ICP
DECOTIUSDT,.DECOTIUSDT
DEFTMXBT,.DEFTMXBT
ICP,Deepcoin (Derivatives) ICP
DOT,ZBG Futures DOT
SRMPFC,SRMPFC
UST,MEXC Global (Futures) UST
TRUMP2024,OX.FUN TRUMP2024
DEZENUSDT,.DEZENUSDT
BNTRNT30M,.BNTRNT30M
NU,Gate.io (Futures) NU
DEBANDUSDT,.DEBANDUSDT
BLTCXBT30M,.BLTCXBT30M
BLINKT30M,.BLINKT30M
DEAXSUSDT,.DEAXSUSDT
DEOCEANUSDT,.DEOCEANUSDT
BEOSXBT30M,.BEOSXBT30M
BBCHXBT30M,.BBCHXBT30M
BEOST30M,.BEOST30M
BADAT30M,.BADAT30M
KERNEL,Phemex (Futures) KERNEL
BBNBT30M,.BBNBT30M
BXTZT30M,.BXTZT30M
IRYS,Flipster IRYS
BTM,Huobi Futures BTM
BYFIT30M,.BYFIT30M
DEDOGEXBT,.DEDOGEXBT
WAVES,Deepcoin (Derivatives) WAVES
BWSMT30M,.BWSMT30M
BBONE30M,.BBONE30M
BITCI,MEXC Global (Futures) BITCI
MELI,MEXC Global (Futures) MELI
1000LUNC,BTCEX (Futures) 1000LUNC
SRM,Binance (Futures) SRM
DELEOUSD,.DELEOUSD
ROOK,KeeperDAO
CONV,Convergence
KIN,Kin
KIN,Gate.io (Futures) KIN
TRYB,Gate.io (Futures) TRYB
RAY,Binance (Futures) RAY
LDO,CoinTiger (Futures) LDO
YFII,BingX (Futures) YFII
JOE,BTCEX (Futures) JOE
SC,OKX (Futures) SC
BPARCLT30M,.BPARCLT30M
BBONET30M,.BBONET30M
0XD69731A2E74AC1CE884FC3890F7EE324B6DEB66147055249568869ED700882E4,Helix (Futures) 0XD69731A2E74AC1CE884FC3890F7EE324B6DEB66147055249568869ED700882E4
HOT,CoinTiger (Futures) HOT
MDX,Huobi Futures MDX
O3,Huobi Futures O3
LDO,Opnx Derivatives LDO
AKT,AscendEX  (BitMax) (Futures) AKT
CPH,MEXC Global (Futures) CPH
BNB,MCDEX (BSC) BNB
ETH,MCDEX (BSC) ETH
BTC,MCDEX (BSC) BTC
BNT,HTX Futures BNT
COMP,Bit.com (Futures) COMP
FTT,AscendEX  (BitMax) (Futures) FTT
BTCU22,BTCU22
BDFIT,.BDFIT
SOL,OPNX Derivatives SOL
CORN,LBank (Futures) CORN
ASR,Phemex (Futures) ASR
BCRO30M,.BCRO30M
KMIRUSDT,.KMIRUSDT
OP,CoinTiger (Futures) OP
EFI,OKX (Futures) EFI
LON,OKX (Futures) LON
KrakenFutures-,Kraken Futures 
KSOSUSDT,.KSOSUSDT
IDEX,BTCEX (Futures) IDEX
CRU,Gate.io (Futures) CRU
ATLAS,Gate.io (Futures) ATLAS
TOMO,BTCEX (Futures) TOMO
BFET30M,.BFET30M
COMP,BTCEX (Futures) COMP
WSM,WOO X (Futures) WSM
MBL,BTCEX (Futures) MBL
1000000VINU,Blofin 1000000VINU
SHIB,Stormgain Futures SHIB
VIC,Phemex (Futures) VIC
BTC,BTCEX (Futures) BTC
MCB,MCDEX
ZIL,Huobi Futures ZIL
AVAX,Mango Markets (Derivatives) AVAX
XYM,BTCEX (Futures) XYM
WOOPFC,WOOPFC
JUSTICE,MEXC Global (Futures) JUSTICE
BICO,Huobi Futures BICO
CLV,Huobi Futures CLV
KNC,Huobi Futures KNC
ARPA,Huobi Futures ARPA
XPRT,AscendEX  (BitMax) (Futures) XPRT
ZRX,Huobi Futures ZRX
BTS,Huobi Futures BTS
FLOW,Huobi Futures FLOW
LOOKS,Huobi Futures LOOKS
CHR,Huobi Futures CHR
ETH,MCDEX (Arbitrum) ETH
LTC,ZB (Derivatives) LTC
UNFI,CoinTiger (Futures) UNFI
ETC,ZB (Derivatives) ETC
SDN,MEXC Global (Futures) SDN
1000LUNC,ZB (Derivatives) 1000LUNC
DECAKEUSDT,.DECAKEUSDT
BTM,OKX (Futures) BTM
X2Y2,MEXC Global (Futures) X2Y2
CUSDT,Compound
DMG,DMM
BAL,CoinFLEX (Futures) BAL
REVV,CoinFLEX (Futures) REVV
BAND,CoinFLEX (Futures) BAND
CELR,CoinFLEX (Futures) CELR
OMG,CoinFLEX (Futures) OMG
SRN,Sirin Labs
ORBS,Orbs
ETH,ZBG Futures ETH
DEYFIIUSDT,.DEYFIIUSDT
BERA,Defx BERA
BLDO30M,.BLDO30M
1000WUF,Quanto 1000WUF
ANC,Crypto.com Exchange (Futures) ANC
CQT,OKX (Futures) CQT
MER,Mercurial
BTCB,MCDEX (BSC) BTCB
BAO,BaoToken
HUM,Humanscape
LAT,OKX (Futures) LAT
DOGE,ZB (Derivatives) DOGE
XRP,ZB (Derivatives) XRP
EOS,ZB (Derivatives) EOS
AXS,ZB (Derivatives) AXS
BTC,ZB (Derivatives) BTC
GMT,ZB (Derivatives) GMT
LINK,ZB (Derivatives) LINK
SOL,ZB (Derivatives) SOL
LUNA,ZB (Derivatives) LUNA
DYDX,ZB (Derivatives) DYDX
NEAR,ZB (Derivatives) NEAR
DOT,ZB (Derivatives) DOT
BTC,MCDEX (Arbitrum) BTC
CONV,OKX (Futures) CONV
NFT,BingX (Futures) NFT
UST,Gate.io (Futures) UST
BCH,ZB (Derivatives) BCH
BTC,KTX.Finance (Arbitrum) BTC
ANC,BingX (Futures) ANC
MINA,Deepcoin (Derivatives) MINA
MDA,Gate.io (Futures) MDA
XEM,OKX (Futures) XEM
ATOM,AAX Futures ATOM
ETC,AAX Futures ETC
MANA,AAX Futures MANA
ONE,AAX Futures ONE
SHIB,AAX Futures SHIB
AVAX,AAX Futures AVAX
LINK,AAX Futures LINK
FTM,AAX Futures FTM
MATIC,AAX Futures MATIC
ALICE,AAX Futures ALICE
1INCH,AAX Futures 1INCH
AAVE,AAX Futures AAVE
ZIL,AAX Futures ZIL
GMT,AAX Futures GMT
ALGO,AAX Futures ALGO
THETA,AAX Futures THETA
EOS,AAX Futures EOS
GALA,AAX Futures GALA
PEOPLE,AAX Futures PEOPLE
LTC,AAX Futures LTC
WAVES,AAX Futures WAVES
DYDX,AAX Futures DYDX
BCH,AAX Futures BCH
ENJ,AAX Futures ENJ
CELR,AAX Futures CELR
XRP,AAX Futures XRP
BNB,AAX Futures BNB
AXS,AAX Futures AXS
SAND,AAX Futures SAND
GAL,AAX Futures GAL
FIL,AAX Futures FIL
C98,AAX Futures C98
ADA,AAX Futures ADA
DOT,AAX Futures DOT
TLM,AAX Futures TLM
XTZ,AAX Futures XTZ
KNC,AAX Futures KNC
APE,AAX Futures APE
ETH,AAX Futures ETH
A,RabbitX A
SOL,AAX Futures SOL
SUSHI,AAX Futures SUSHI
UNI,AAX Futures UNI
ICP,AAX Futures ICP
COMP,AAX Futures COMP
LRC,AAX Futures LRC
NEAR,AAX Futures NEAR
LINA,AAX Futures LINA
CELO,AAX Futures CELO
DOGE,AAX Futures DOGE
VET,AAX Futures VET
OMG,AAX Futures OMG
PUMP,Defx PUMP
MNGO,Gate.io (Futures) MNGO
FOOTBALL,BingX (Futures) FOOTBALL
MNGO,Mango Markets (Derivatives) MNGO
ASTR,OKX (Futures) ASTR
WSB,Gate.io (Futures) WSB
BZZ,Gate.io (Futures) BZZ
BTRX,.BTRX
BFTMT,.BFTMT
OXY,Gate.io (Futures) OXY
PEARL,Gate.io (Futures) PEARL
POLIS,Gate.io (Futures) POLIS
SRM,OKX (Futures) SRM
HNT,WOO Network (Futures) HNT
ANC,Anchor
SLV,iShares Silver Trust
USDD,AscendEX  (BitMax) (Futures) USDD
BAYC,Helix (Futures) BAYC
CGC,Canopy Growth Corp
CRON,Chronos Group Inc
FLEX,CoinFLEX (Futures) FLEX
DAWN,Dawn Protocol
MEDIA,MEDIA
MNGO,Mango Protocol
LOVELY,MEXC Global (Futures) LOVELY
ASD,AscendEx Token (BTMX)
USDT,Tether
DENT,BTCEX (Futures) DENT
CVC,CoinTiger (Futures) CVC
STRAX,Gate.io (Futures) STRAX
SONIC,Phemex (Futures) SONIC
BXAIT30M,.BXAIT30M
XTZ,CoinTiger (Futures) XTZ
SRM,CoinTiger (Futures) SRM
LA,Flipster LA
RAY,CoinTiger (Futures) RAY
EGLD,gTrade (Arbitrum) EGLD
SOS,OpenDAO
KSTPTUSDT,.KSTPTUSDT
DEBNBXBT,.DEBNBXBT
BFLOKI30M,.BFLOKI30M
BTT,BitTorrent
STEP,Step Finance
SECO,Serum Ecosystem Pool Token
BITO,ProShares Bitcoin Strategy ETF
BGMXT30M,.BGMXT30M
XRP,C-Trade XRP
DEXLMXBT,.DEXLMXBT
ZEC,Zcash
RSR,Reserve Rights
SKL,SKALE
HNT,Helium
XMR,Monero
CRO,Crypto.com Coin
AXS,CoinFLEX (Futures) AXS
STMX,StormX
PUNDIX,Pundi X
CRV,Curve DAO Token
DODO,DODO
MVDA10,MVIS Digital Assets 10 Index
TOMO,TomoChain
MTL,Metal
HOLY,Holy Trinity Pool
EGLD,Elrond
ONT,Ontology
ZIL,BTCC Futures ZIL
BRNDR30M,.BRNDR30M
B1TAIDOGET30M,.B1TAIDOGET30M
SHIB,Shiba Inu
BRZ,Brazilian Digital Token
POLIS,Polis
RON,Ronin
KNYMUSDT,.KNYMUSDT
FLM,Flamingo
REN,REN
WIF,Defx WIF
MYX,Phemex (Futures) MYX
LINA,Linear Token
APT,Aptos
KNC,Kyber Network
CEL,Celsius Network
USTC,TerraClassicUSD
VET,VeChain
BADGER,Badger
TRIBE,Huobi Futures TRIBE
GST,Green Satoshi Token
RUNE,Thorchain
SRM,Serum
XEM,NEM
ZIL,Zilliqa
AR,Arweave
DRGN,Dragon Index
PROM,Prometeus
FXS,Frax Share
ENJ,Enjin Coin
MAPS,Maps.me Token
CHR,Chromia
BSLERFT30M,.BSLERFT30M
LADYS,BingX (Futures) LADYS
MKR,CoinFLEX (Futures) MKR
PTF,Powertrade (Derivatives) PTF
XAUT,Tether Gold
SNX,Synthetix Network Token
DENT,Dent
XLM,Stellar
SC,Siacoin
ATLAS,Atlas
ADA,Cardano
REEF,Reef Finance
THETA,Theta Network
1INCH,1INCH Token
ETH,Ethereum
SHIT,Shitcoin Index
DEXTZXBT,.DEXTZXBT
AUDIO,Audius
STORJ,Storj
SLP,Smooth Love Potion
PAXG,PAX Gold
BAT,Basic Attention Token
IOTA,MIOTA
BIT,BitDAO
SPELL,Spell Token
LDO,Lido DAO
STG,Stargate Finance
CELO,Celo
HT,Huobi Token
ICX,ICON
AGLD,Adventure Gold
CVX,Convex
FLUX,Flux
GALA,Gala
KLAY,Klaytn
ZRX,0x
CVC,Civic
ROSE,Oasis Network
GLMR,Moonbeam
PEOPLE,ConstitutionDAO
SXP,Swipe
GMT,STEPN
FLOW,Flow
ONE,Harmony
BOBA,Boba
AVAX,Avalanche
OMG,OMG Network
NEAR,NEAR
OXY,Oxygen Protocol
IOST,IOST
MASK,Mask Network
SGC,Ourbit (Futures) SGC
BVELOT,.BVELOT
KSOS,Kilo OpenDAO
BAND,Band Protocol
EDEN,EDEN
YFI,Yearn.Finance
SOL,Solana
ALPHA,Alpha Finance
HBAR,Hedera Hashgraph
SCRT,Secret
ATOM,Cosmos
LUNA2,Luna 2.0
TRU,TrueFi
SUSHI,Sushi
AAVE,Aave
ALICE,MyNeighborAlice
JASMY,JasmyCoin
MATIC,Matic
RAY,Raydium
KSHIB,KiloSHIB
LTC,Litecoin
CHZ,Chiliz
ALCX,Alchemix
C98,Coin98
ONE,Perpetual Protocol ONE
DEMINAUSDT,.DEMINAUSDT
U100TRYB,Phemex (Futures) U100TRYB
USDDPFC,USDDPFC
APR,Helix (Futures) APR
UNI,Poloniex Futures UNI
B1TAIDOGE30M,.B1TAIDOGE30M
BFLOKIT30M,.BFLOKIT30M
B1000000MOGT30M,.B1000000MOGT30M
XDB,Deepcoin (Derivatives) XDB
BARBT30M,.BARBT30M
SKYAI,Flipster SKYAI
MBONK-PERP,Vertex Protocol (Derivatives) MBONK-PERP
BIT.1.2.9D68C4,Demex (Derivatives) BIT.1.2.9D68C4
XEC,BingX (Futures) XEC
UNI,BTCC Futures UNI
BFLRT30M,.BFLRT30M
XVG,HTX Futures XVG
ALPHA,BTCEX (Futures) ALPHA
CHILLGUY,Deepcoin (Derivatives) CHILLGUY
MATIC,PrimeXBT MATIC
NEO,CoinTiger (Futures) NEO
ROSE,CoinTiger (Futures) ROSE
1INCH,CoinTiger (Futures) 1INCH
100 VET,Phemex (Futures) 100 VET
BLUR.1.2.0C0069,Demex (Derivatives) BLUR.1.2.0C0069
U100IOST,Phemex (Futures) U100IOST
TUSD,Opnx Derivatives TUSD
BAT,Bitunix Futures BAT
ZIL.1.18.1A4A06,Demex (Derivatives) ZIL.1.18.1A4A06
BGMX30M,.BGMX30M
ETC,Poloniex Futures ETC
MATIC,Poloniex Futures MATIC
LINK,BTCC Futures LINK
LTC,Hopex LTC
LINK,Phemex (Futures) LINK
BNX,Bitmart Futures BNX
ARB.1.19.4CFCE8,Demex (Derivatives) ARB.1.19.4CFCE8
TONCOIN.1.2.CCD645,Demex (Derivatives) TONCOIN.1.2.CCD645
CREAM,XT.COM (Derivatives) CREAM
UNI,CoinW (Futures) UNI
42,LBank (Futures) 42
BNB.1.6.773EDB,Demex (Derivatives) BNB.1.6.773EDB
AGIX,LBank (Futures) AGIX
BAND,CoinTiger (Futures) BAND
YULI,Bitget Futures YULI
SNX,CoinTiger (Futures) SNX
T,BingX (Futures) T
CELO,Polynomial Trade  CELO
ZEC,Kwenta Derivatives ZEC
DYM,KiloEx (opBnb) DYM
USDC,SUSHI
STX.1.2.99D2A6,Demex (Derivatives) STX.1.2.99D2A6
NEAR,CoinTiger (Futures) NEAR
DYDX,CoinTiger (Futures) DYDX
DAI,Perpetual Protocol DAI
SUI,Vertex Edge (Sonic) SUI
DOT,BTCC Futures DOT
BONK,BingX (Futures) BONK
LAUNCHCOIN,RabbitX LAUNCHCOIN
HBAR,Poloniex Futures HBAR
BEL,BingX (Futures) BEL
SNFT,MEXC Global (Futures) SNFT
HT,Deepcoin (Derivatives) HT
KrakenFutures-rr_ethusd,Kraken Futures rr_ethusd
IOTA,BTCEX (Futures) IOTA
FET,BTCC Futures FET
GFT,BTCC Futures GFT
FLEX,OPNX Derivatives FLEX
CRV,BTCC Futures CRV
USDT,Perpetual Protocol USDT
RUNE,BTCEX (Futures) RUNE
EPX,Crypto.com Exchange (Futures) EPX
ID,Deepcoin (Derivatives) ID
EGLD,Poloniex Futures EGLD
SOL,BTCC Futures SOL
STMX,WOO X (Futures) STMX
ZEN,BTCEX (Futures) ZEN
ALICE,BTCEX (Futures) ALICE
MLK,BTCEX (Futures) MLK
NEO,Hopex NEO
ICP,Poloniex Futures ICP
IOTX,BingX (Futures) IOTX
BTC,Hopex BTC
BMLKT,.BMLKT
TON,Defx TON
MEMESAI,OX.FUN MEMESAI
CULT,Aevo CULT
TIA,Vertex Edge (Sonic) TIA
ONDO,Deepcoin (Derivatives) ONDO
PIPPIN,Quanto PIPPIN
BAL,BingX (Futures) BAL
GRIN,Gate.io (Futures) GRIN
GAL,Binance (Futures) GAL
1000000VINU,MEXC (Futures) 1000000VINU
U100XEM,Phemex (Futures) U100XEM
HMSTR,Phemex (Futures) HMSTR
FOOTBALL,Bitrue (Futures) FOOTBALL
LDO,BTCEX (Futures) LDO
CTSI,Huobi Futures CTSI
ETHW,Huobi Futures ETHW
MTL,BTCEX (Futures) MTL
ONE,BTCEX (Futures) ONE
ARPA,BTCEX (Futures) ARPA
SWEAT,Crypto.com Exchange (Futures) SWEAT
LOOM,XT.COM (Derivatives) LOOM
LOOM,BTCEX (Futures) LOOM
BREZT30M,.BREZT30M
REN,BTCC Futures REN
LINK,OPNX Derivatives LINK
HNT,Bitrue (Futures) HNT
BTC,OPNX Derivatives BTC
BDYMT30M,.BDYMT30M
PYTH.1.2.3CF0A9,Demex (Derivatives) PYTH.1.2.3CF0A9
BNX,MEXC Global (Futures) BNX
FTM,PrimeXBT FTM
YFII,Bybit (Futures) YFII
DOGE,OPNX Derivatives DOGE
1INCH,BIT (Futures) 1INCH
SUI,Poloniex Futures SUI
STRAX,Deepcoin (Derivatives) STRAX
LINA,BTCC Futures LINA
QTUM,BTCEX (Futures) QTUM
ARB,BTCEX (Futures) ARB
BAPTT,.BAPTT
ETH,BTCEX (Futures) ETH
LTC,OPNX Derivatives LTC
LINK,Poloniex Futures LINK
TWT,Bitget Futures TWT
MATIC,SUSHI
HIGH,Bitget Futures HIGH
APE,Hopex APE
NODE,MEXC (Futures) NODE
DORA,XT.COM (Derivatives) DORA
UMA,BTCEX (Futures) UMA
XRP,OPNX Derivatives XRP
DASH,CoinTiger (Futures) DASH
ORBS,Deepcoin (Derivatives) ORBS
BNT,Deepcoin (Derivatives) BNT
U100000SHIB,Phemex (Futures) U100000SHIB
SNT,Bitrue (Futures) SNT
1000PEPE,BIT (Futures) 1000PEPE
CHESS,BTCEX (Futures) CHESS
TURBO,BTCEX (Futures) TURBO
COCOS,BTCEX (Futures) COCOS
SUI,BTCEX (Futures) SUI
NEXO,Gate.io (Futures) NEXO
CONV,Gate.io (Futures) CONV
L3,Flipster L3
POLYX,CoinCatch Derivatives POLYX
ADA,Paradex ADA
ZRC,KiloEx (Base) ZRC
BRETT,Phemex (Futures) BRETT
ETH,Binance (Futures) ETH
XRP,Defx XRP
RNDR,Phemex (Futures) RNDR
YFI,CoinTiger (Futures) YFI
CAKE,Deepcoin (Derivatives) CAKE
XMR,Deepcoin (Derivatives) XMR
ADA,LeveX (Futures) ADA
YFI,Deepcoin (Derivatives) YFI
AUDIO,WOO Network (Futures) AUDIO
IMX,CoinTiger (Futures) IMX
AIDOGE,BTCEX (Futures) AIDOGE
THETA,Stormgain Futures THETA
WSM,OKX (Futures) WSM
RUNE,CoinTiger (Futures) RUNE
BNX,CoinTiger (Futures) BNX
JOE,LBank (Futures) JOE
TOKEN,Deepcoin (Derivatives) TOKEN
SSV,BTCEX (Futures) SSV
OMG,Deepcoin (Derivatives) OMG
DENT,BingX (Futures) DENT
DASH,Stormgain Futures DASH
KLAY,CoinTiger (Futures) KLAY
AXS,Deepcoin (Derivatives) AXS
AVAX,CoinTiger (Futures) AVAX
COMP,CoinTiger (Futures) COMP
SXP,CoinTiger (Futures) SXP
SLP,Deepcoin (Derivatives) SLP
RUNE,Stormgain Futures RUNE
RVN,WOO Network (Futures) RVN
SPELL,BingX (Futures) SPELL
LTC,CoinTiger (Futures) LTC
CAKE,Stormgain Futures CAKE
CELR,Deepcoin (Derivatives) CELR
GAL,CoinTiger (Futures) GAL
OCEAN,CoinTiger (Futures) OCEAN
MDX,MEXC Global (Futures) MDX
ORDI,Poloniex Futures ORDI
PEOPLE,Deepcoin (Derivatives) PEOPLE
MOBILE,BingX (Futures) MOBILE
FTM,CoinTiger (Futures) FTM
LPT,CoinTiger (Futures) LPT
BNB,Stormgain Futures BNB
BAL,WOO Network (Futures) BAL
SHIB,XT.COM (Derivatives) SHIB
TOMO,Blofin TOMO
ENS,CoinTiger (Futures) ENS
LRC,Hopex LRC
PYTH,CoinTR Pro (Derivatives) PYTH
XPET,Surf Protocol XPET
UMA,BTCC Futures UMA
MANA,Deepcoin (Derivatives) MANA
BPYTHT30M,.BPYTHT30M
ENJ,CoinTiger (Futures) ENJ
RSR,CoinTiger (Futures) RSR
DUSK,CoinTiger (Futures) DUSK
BICO,BingX (Futures) BICO
LUNA,Bybit (Futures) LUNA
APT,CoinTiger (Futures) APT
LINA,BTCEX (Futures) LINA
RFD,BTCEX (Futures) RFD
BOB,MEXC (Futures) BOB
BIT,MEXC (Futures) BIT
HT,HTX Futures HT
ICE,Ourbit (Futures) ICE
JUP,CoinTR Pro (Derivatives) JUP
WOO,CoinTiger (Futures) WOO
XLM,CoinTiger (Futures) XLM
CTSI,BingX (Futures) CTSI
SHIB,Hopex SHIB
RVN,BTCC Futures RVN
C98,CoinTiger (Futures) C98
ALICE,CoinTiger (Futures) ALICE
SKL,CoinTiger (Futures) SKL
DOGE,CoinFLEX (Futures) DOGE
BJUPT30M,.BJUPT30M
W,LeveX (Futures) W
RSS3,BingX (Futures) RSS3
COCOS,XT.COM (Derivatives) COCOS
HNT,XT.COM (Derivatives) HNT
QNT,Huobi Futures QNT
APECOIN,Stormgain Futures APECOIN
AGIX,Bitunix Futures AGIX
AMB,Bitget Futures AMB
COCOS,MEXC Global (Futures) COCOS
PEOPLE,CoinTiger (Futures) PEOPLE
DOT,CoinTiger (Futures) DOT
BNB,OPNX Derivatives BNB
FLOKI,Deepcoin (Derivatives) FLOKI
MAKITA,Gate.io (Futures) MAKITA
NKN,BingX (Futures) NKN
KUJI,OPNX Derivatives KUJI
ZEPH,OPNX Derivatives ZEPH
XAI,Surf Protocol XAI
CYBER,Poloniex Futures CYBER
ZEC,CoinTiger (Futures) ZEC
HNT,Bitmart Futures HNT
XAI,CoinTR Pro (Derivatives) XAI
ALPINE,XT.COM (Derivatives) ALPINE
LINKPFC,LINKPFC
RLB,OPNX Derivatives RLB
DOGEPFC,DOGEPFC
SOLPFC,SOLPFC
UNIPFC,UNIPFC
NEARPFC,NEARPFC
GRTPFC,GRTPFC
LTCPFC,LTCPFC
ATOMPFC,ATOMPFC
FILPFC,FILPFC
ENJPFC,ENJPFC
ETHPFC,ETHPFC
OMGPFC,OMGPFC
CHZPFC,CHZPFC
ZILPFC,ZILPFC
MATICPFC,MATICPFC
1INCHPFC,1INCHPFC
DOTPFC,DOTPFC
ALICEPFC,ALICEPFC
TOMOPFC,TOMOPFC
PRIV,Gate.io (Futures) PRIV
BANDPFC,BANDPFC
HNT,Poloniex Futures HNT
ALGOPFC,ALGOPFC
EGLDPFC,EGLDPFC
STORJPFC,STORJPFC
GMTPFC,GMTPFC
GALPFC,GALPFC
USTC,KCEX (Futures) USTC
AAVEPFC,AAVEPFC
USDC,XT.COM (Derivatives) USDC
MANAPFC,MANAPFC
LDOPFC,LDOPFC
SNXPFC,SNXPFC
BTCPFC,BTCPFC
ONEPFC,ONEPFC
MASKPFC,MASKPFC
RUNEPFC,RUNEPFC
BCHSV,AscendEX  (BitMax) (Futures) BCHSV
CRVPFC,CRVPFC
BATPFC,BATPFC
RNDR,CoinTiger (Futures) RNDR
CELO,WOO Network (Futures) CELO
CHRPFC,CHRPFC
MKRPFC,MKRPFC
COMPPFC,COMPPFC
KLAYPFC,KLAYPFC
CELRPFC,CELRPFC
DYDXPFC,DYDXPFC
KNCPFC,KNCPFC
PEOPLEPFC,PEOPLEPFC
YFIPFC,YFIPFC
BTCH23,BTCH23
FTMPFC,FTMPFC
IOTA,Bitforex (Futures) IOTA
AVAX,Hopex AVAX
LINK,Hopex LINK
ADA,Hopex ADA
ETH,Hopex ETH
REN,Hopex REN
TONCOIN,Gate.io (Futures) TONCOIN
BEAM,Gate.io (Futures) BEAM
ARBPFC,ARBPFC
XLM,Hopex XLM
BONE,BingX (Futures) BONE
FLOW,Hopex FLOW
CHZ,Hopex CHZ
KSMPFC,KSMPFC
THETA,Hopex THETA
XEM,Hopex XEM
ETC,Hopex ETC
AXS,Hopex AXS
GALA,Hopex GALA
XMRPFC,XMRPFC
COMP,Hopex COMP
EGLD,Hopex EGLD
GMT,Hopex GMT
XTZ,Hopex XTZ
PEOPLE,Hopex PEOPLE
KSM,Hopex KSM
BFT,MEXC Global (Futures) BFT
FTM,Hopex FTM
NEAR,Hopex NEAR
IOTA,Hopex IOTA
ATOM,Hopex ATOM
ENS,Hopex ENS
SUSHI,Hopex SUSHI
MATIC,Hopex MATIC
SAND,Hopex SAND
AAVE,Hopex AAVE
DOME,OKX (Futures) DOME
ALGO,Hopex ALGO
BLUNCT30M,.BLUNCT30M
